site,country,enrolled,screen_fail_pct,deviations,open_queries,query_age_days,dropout_pct,days_since_visit
S1942,US,13,25.3,1,3,14.0,0.0,138.0
S1943,US,18,17.8,0,3,4.0,14.4,117.0
S1944,JP,16,24.9,2,4,2.0,3.9,103.0
S1945,US,17,29.2,0,10,6.0,12.7,64.0
S1946,BR,10,20.9,2,5,1.0,1.4,98.0
S1947,US,14,19.1,1,5,1.0,15.2,83.0
S1948,PL,13,33.9,2,8,4.0,4.5,114.0
S1949,CA,17,22.7,1,5,12.0,12.3,37.0
S1950,CA,19,9.2,0,6,4.0,10.4,52.0
S1951,PL,13,24.5,0,2,22.0,11.7,99.0
S1952,BR,21,17.4,2,10,44.0,0.0,38.0
S1953,CA,16,27.9,4,5,2.0,5.0,74.0
S1954,US,18,11.4,1,9,3.0,6.5,85.0
S1955,US,15,5.9,2,3,11.0,10.6,94.0
S1956,DE,13,22.7,3,5,3.0,1.8,117.0
S1957,AU,17,26.4,0,6,25.0,6.0,83.0
S1958,JP,16,2.5,2,6,11.0,12.3,22.0
S1959,BR,15,41.1,0,5,2.0,10.9,69.0
S1960,US,16,21.3,0,6,9.0,16.2,50.0
S1961,BR,23,13.3,0,8,10.0,11.3,130.0
S1962,PL,19,27.6,1,6,1.0,10.1,44.0
S1963,BR,18,16.6,1,2,6.0,14.4,65.0
S1964,US,18,18.0,2,4,5.0,11.6,84.0
S1965,DE,4,17.7,1,10,3.0,2.1,51.0
S1966,DE,16,31.8,2,5,26.0,10.5,69.0
S1967,US,29,15.2,1,4,7.0,14.8,45.0
S1968,US,21,18.9,2,8,1.0,15.8,57.0
S1969,IN,12,15.3,1,6,4.0,11.3,87.0
S1970,US,20,16.0,1,4,6.0,14.0,114.0
S1971,US,27,15.4,1,4,18.0,6.7,87.0
S1972,BR,16,16.3,1,9,9.0,6.1,138.0
S1973,PL,21,10.9,0,4,1.0,7.6,73.0
S1974,US,19,20.6,0,7,29.0,10.6,82.0
S1975,US,22,23.9,1,3,7.0,0.0,76.0
S1976,AU,18,19.4,2,8,26.0,9.8,134.0
S1977,IN,22,10.4,1,8,10.0,10.8,74.0
S1978,PL,15,8.6,2,11,31.0,0.0,22.0
S1979,IN,27,15.4,1,4,4.0,4.5,84.0
S1980,IN,18,13.7,0,6,0.0,0.0,119.0
S1981,US,16,20.3,1,3,13.0,14.3,103.0
S1982,US,17,26.7,4,10,9.0,3.5,96.0
S1983,CA,19,19.0,2,3,3.0,4.3,40.0
S1984,US,23,34.3,2,3,2.0,0.0,46.0
S1985,BR,23,12.7,1,7,6.0,15.7,48.0
S1986,IN,18,18.2,0,1,11.0,7.4,50.0
S1987,JP,19,34.3,0,7,4.0,15.7,30.0
S1988,US,16,36.1,3,5,12.0,8.6,115.0
S1989,BR,18,18.2,0,7,8.0,0.8,60.0
S1990,JP,29,11.6,1,4,3.0,2.9,20.0
S1991,US,13,36.3,0,4,1.0,19.7,22.0
S1992,JP,30,23.3,3,6,3.0,10.0,85.0
S1993,BR,16,13.7,1,6,24.0,5.8,76.0
S1994,US,15,19.5,0,6,7.0,3.8,115.0
S1995,DE,18,43.9,0,6,9.0,6.0,10.0
S1996,US,12,19.9,0,6,5.0,14.0,48.0
S1997,JP,21,28.0,0,6,17.0,11.8,47.0
S1998,US,14,14.8,0,5,3.0,4.2,109.0
S1999,JP,22,24.2,3,10,3.0,13.4,58.0
S2000,JP,25,30.3,1,9,37.0,0.0,52.0
S2001,US,21,25.4,2,6,14.0,5.9,55.0
S2002,US,23,24.5,1,7,1.0,4.0,77.0
S2003,BR,16,19.8,1,4,11.0,9.2,21.0
S2004,BR,16,25.4,3,3,8.0,20.5,70.0
S2005,AU,21,1.0,1,6,4.0,19.9,79.0
S2006,IN,26,17.7,1,13,5.0,3.3,108.0
S2007,BR,20,27.3,1,15,18.0,6.7,87.0
S2008,AU,17,25.4,2,8,3.0,1.9,81.0
S2009,AU,25,19.9,0,8,12.0,8.6,63.0
S2010,BR,14,32.4,1,4,9.0,0.0,51.0
S2011,JP,16,19.6,0,6,4.0,6.0,55.0
S2012,AU,14,46.3,2,5,14.0,10.1,91.0
S2013,DE,16,38.6,3,8,5.0,9.4,79.0
S2014,CA,22,43.0,2,4,2.0,10.8,57.0
S2015,US,16,37.0,1,8,6.0,7.7,5.0
S2016,US,23,24.1,2,9,14.0,6.1,54.0
S2017,US,22,4.3,2,5,2.0,8.4,55.0
S2018,JP,17,35.9,0,7,1.0,2.7,101.0
S2019,DE,20,27.3,3,7,4.0,0.0,81.0
S2020,US,13,17.2,2,2,13.0,22.0,78.0
S2021,US,16,18.5,3,10,8.0,6.5,81.0
S2022,US,18,13.6,1,9,7.0,17.0,86.0
S2023,CA,10,28.2,2,3,2.0,0.0,117.0
S2024,PL,13,8.5,0,6,4.0,11.4,57.0
S2025,PL,20,29.5,1,6,15.0,4.9,64.0
S2026,IN,12,25.3,1,6,1.0,11.4,68.0
S2027,BR,15,27.9,2,5,12.0,6.1,74.0
S2028,JP,22,15.4,2,5,20.0,7.0,91.0
S2029,IN,11,25.3,1,6,19.0,10.1,52.0
S2030,JP,13,19.0,2,5,1.0,8.6,94.0
S2031,CA,15,24.2,1,7,0.0,8.3,80.0
S2032,US,17,13.2,1,6,4.0,0.0,45.0
S2033,JP,17,19.3,0,5,13.0,11.7,116.0
S2034,PL,30,19.3,2,2,12.0,4.5,84.0
S2035,BR,20,27.7,0,1,7.0,9.9,140.0
S2036,PL,16,13.0,2,6,4.0,6.9,34.0
S2037,IN,19,4.5,1,2,13.0,0.0,72.0
S2038,DE,9,17.5,2,4,13.0,15.8,21.0
S2039,JP,12,15.2,1,8,1.0,7.2,42.0
S2040,US,13,18.0,0,8,39.0,4.3,80.0
S2041,DE,15,26.5,1,10,4.0,4.7,17.0
S2042,AU,15,15.1,0,7,0.0,8.7,47.0
S2043,US,26,21.9,1,6,1.0,6.8,58.0
S2044,AU,12,15.6,4,4,9.0,5.7,100.0
S2045,CA,16,18.9,0,6,11.0,5.6,106.0
S2046,PL,17,23.8,3,8,1.0,1.5,66.0
S2047,US,13,18.4,3,2,1.0,8.5,36.0
S2048,CA,17,31.0,0,5,16.0,0.0,152.0
S2049,AU,23,27.0,0,7,16.0,0.0,107.0
S2050,DE,13,25.9,1,4,10.0,10.8,37.0
S2051,US,20,12.4,2,2,7.0,1.1,72.0
S2052,US,10,20.5,1,6,12.0,6.3,78.0
S2053,US,16,29.5,3,3,3.0,11.6,54.0
S2054,US,20,37.3,1,3,4.0,12.7,83.0
S2055,US,25,6.9,0,3,13.0,0.0,50.0
S2056,US,23,23.0,0,4,9.0,10.2,60.0
S2057,DE,20,19.7,1,7,6.0,3.2,112.0
S2058,PL,21,18.4,2,6,3.0,3.7,90.0
S2059,AU,18,32.3,1,8,9.0,9.8,38.0
S2060,US,19,21.3,0,5,1.0,9.4,38.0
S2061,CA,18,9.5,0,5,3.0,5.9,109.0
S2062,CA,15,31.6,1,0,15.0,13.0,27.0
S2063,AU,19,17.5,1,5,5.0,11.3,71.0
S2064,JP,14,18.0,1,4,17.0,16.0,32.0
S2065,DE,25,21.2,1,8,15.0,3.5,24.0
S2066,US,16,21.8,1,7,6.0,10.0,53.0
S2067,US,15,25.9,1,8,3.0,16.0,48.0
S2068,US,19,24.7,1,6,2.0,3.5,88.0
S2069,US,16,22.7,0,6,14.0,0.0,113.0
S2070,JP,8,29.0,0,7,1.0,9.3,61.0
S2071,US,23,23.1,1,5,7.0,4.5,49.0
S2072,US,21,27.0,3,6,14.0,17.1,55.0
S2073,JP,22,22.5,1,6,4.0,5.3,108.0
S2074,US,19,21.0,2,8,12.0,10.2,64.0
S2075,CA,16,17.2,3,7,28.0,7.4,29.0
S2076,IN,18,34.8,0,7,8.0,14.4,59.0
S2077,US,22,18.7,0,5,0.0,2.1,136.0
S2078,PL,26,29.7,1,3,34.0,10.1,107.0
S2079,AU,17,31.0,2,6,33.0,2.4,26.0
S2080,PL,16,26.0,2,1,0.0,13.0,99.0
S2081,US,12,28.2,2,4,5.0,11.3,61.0
S2082,BR,23,36.1,3,3,1.0,15.9,85.0
S2083,IN,21,26.3,0,6,9.0,7.6,101.0
S2084,CA,19,24.1,0,5,30.0,12.7,112.0
S2085,DE,19,30.7,0,2,8.0,6.7,75.0
S2086,US,17,22.1,1,7,13.0,6.6,24.0
S2087,DE,22,20.9,0,7,1.0,2.4,97.0
S2088,US,19,35.6,0,4,1.0,16.0,39.0
S2089,CA,19,36.0,3,2,7.0,6.9,5.0
S2090,IN,9,28.9,5,8,3.0,0.1,64.0
S2091,BR,15,21.0,0,7,4.0,10.8,40.0
S2092,BR,11,14.0,3,6,1.0,0.0,39.0
S2093,AU,15,19.5,1,7,10.0,12.9,53.0
S2094,US,19,19.1,0,6,43.0,7.0,23.0
S2095,CA,20,18.7,3,4,3.0,10.1,55.0
S2096,US,17,29.3,8,15,72.0,13.8,138.0
S2097,JP,20,23.9,2,8,9.0,6.1,91.0
S2098,JP,19,26.4,2,2,0.0,6.3,42.0
S2099,DE,22,16.5,2,5,25.0,14.9,81.0
S2100,DE,20,12.5,1,6,3.0,7.5,78.0
S2101,BR,18,15.2,3,8,4.0,15.0,50.0
S2102,DE,13,17.8,1,3,9.0,4.4,90.0
S2103,US,14,21.0,1,6,1.0,8.4,90.0
S2104,US,14,23.7,3,2,0.0,7.8,88.0
S2105,DE,10,27.9,1,10,3.0,8.5,102.0
S2106,BR,9,37.3,1,8,1.0,0.0,71.0
S2107,US,13,15.4,2,5,2.0,8.5,46.0
S2108,US,18,25.5,0,5,21.0,12.6,83.0
S2109,CA,20,41.0,0,8,5.0,10.6,27.0
S2110,US,18,20.0,0,6,5.0,12.1,88.0
S2111,US,18,18.6,0,7,6.0,13.0,80.0
S2112,DE,18,25.8,1,8,2.0,15.6,63.0
S2113,IN,20,9.7,2,6,3.0,13.3,89.0
S2114,IN,12,7.8,4,10,16.0,13.1,79.0
S2115,BR,16,14.1,1,10,0.0,10.4,48.0
S2116,JP,16,24.3,1,4,1.0,15.0,101.0
S2117,DE,28,11.4,2,4,7.0,4.3,147.0
S2118,US,8,13.3,3,8,5.0,18.5,79.0
S2119,IN,17,23.2,1,7,7.0,15.2,32.0
S2120,CA,20,35.0,2,5,20.0,11.5,79.0
S2121,AU,21,19.2,2,7,4.0,9.6,121.0
S2122,US,20,17.3,0,5,4.0,13.2,69.0
S2123,JP,23,23.6,0,5,13.0,11.6,115.0
S2124,US,10,14.6,2,10,6.0,19.9,117.0
S2125,IN,15,19.3,0,5,7.0,11.4,111.0
S2126,IN,16,35.8,0,1,5.0,14.8,79.0
S2127,US,14,26.3,1,9,13.0,10.6,77.0
S2128,US,18,14.0,1,3,1.0,5.1,53.0
S2129,CA,13,13.1,1,3,1.0,7.6,39.0
S2130,BR,14,28.6,1,10,20.0,16.6,5.0
S2131,US,22,9.0,1,5,7.0,8.6,83.0
S2132,DE,18,30.2,0,7,2.0,5.2,101.0
S2133,JP,18,24.9,1,8,9.0,11.7,58.0
S2134,IN,14,23.8,0,4,2.0,7.3,56.0
S2135,CA,18,14.9,0,7,5.0,11.6,107.0
S2136,PL,17,38.6,1,3,12.0,0.0,31.0
S2137,US,19,11.4,4,9,1.0,4.5,45.0
S2138,US,22,29.5,1,9,1.0,4.2,35.0
S2139,IN,16,26.0,1,5,22.0,12.0,135.0
S2140,IN,23,32.8,1,4,14.0,0.0,41.0
S2141,US,17,13.6,1,13,1.0,8.0,103.0
S2142,JP,21,21.0,3,5,5.0,9.2,101.0
S2143,PL,19,13.6,0,4,0.0,15.5,48.0
S2144,PL,23,19.8,1,6,2.0,1.7,36.0
S2145,CA,18,25.4,3,7,7.0,11.1,76.0
S2146,BR,18,29.1,2,8,4.0,16.6,82.0
S2147,JP,17,18.0,1,4,28.0,1.8,78.0
S2148,IN,29,41.8,0,5,7.0,0.0,36.0
S2149,IN,12,6.3,3,9,2.0,3.3,23.0
S2150,US,16,16.6,1,8,1.0,18.3,40.0
S2151,PL,15,9.2,1,6,1.0,2.7,110.0
S2152,DE,21,23.2,4,8,2.0,0.0,90.0
S2153,AU,15,14.0,0,12,27.0,0.0,115.0
S2154,US,20,24.2,1,6,9.0,6.5,82.0
S2155,PL,14,9.4,1,3,20.0,8.2,32.0
S2156,CA,25,15.3,2,10,8.0,13.0,94.0
S2157,PL,14,36.1,0,6,7.0,3.9,59.0
S2158,IN,20,26.6,0,5,15.0,14.5,126.0
S2159,CA,19,21.6,1,5,17.0,13.3,73.0
S2160,US,17,23.1,2,4,7.0,4.0,51.0
S2161,DE,15,33.1,0,3,14.0,6.0,27.0
S2162,AU,22,25.9,0,8,5.0,10.0,67.0
S2163,BR,23,15.0,1,7,2.0,7.5,47.0
S2164,DE,6,14.6,0,6,5.0,5.6,56.0
S2165,US,13,31.4,1,3,1.0,0.0,62.0
S2166,US,16,21.0,0,5,5.0,10.0,91.0
S2167,US,16,24.8,0,8,0.0,15.5,69.0
S2168,IN,19,18.5,2,5,5.0,2.8,72.0
S2169,US,13,36.1,3,2,0.0,12.5,63.0
S2170,PL,16,12.4,1,3,1.0,3.2,79.0
S2171,US,25,27.1,2,3,3.0,10.9,49.0
S2172,US,16,16.0,2,3,19.0,6.9,8.0
S2173,JP,15,31.7,2,3,3.0,1.7,32.0
S2174,US,14,21.2,1,2,0.0,8.8,121.0
S2175,US,15,23.7,1,10,1.0,0.0,75.0
S2176,AU,8,30.1,1,8,5.0,5.0,110.0
S2177,AU,17,21.2,2,9,2.0,0.0,96.0
S2178,IN,12,30.8,4,5,35.0,6.3,113.0
S2179,IN,22,2.5,1,2,4.0,4.5,77.0
S2180,US,21,15.8,3,3,1.0,4.5,59.0
S2181,US,22,27.5,1,8,1.0,7.5,74.0
S2182,US,20,19.9,1,3,20.0,0.0,72.0
S2183,JP,24,24.8,0,7,3.0,5.7,35.0
S2184,PL,15,38.4,1,8,7.0,5.1,73.0
S2185,JP,11,7.4,0,5,1.0,1.7,25.0
S2186,DE,21,22.3,1,6,4.0,19.3,84.0
S2187,US,19,4.5,1,9,15.0,3.8,79.0
S2188,US,19,26.3,1,7,1.0,4.0,97.0
S2189,JP,19,16.5,0,14,10.0,11.6,98.0
S2190,US,19,27.3,3,8,16.0,6.3,43.0
S2191,JP,16,30.7,1,6,2.0,9.5,31.0
S2192,BR,23,30.4,1,6,0.0,5.0,121.0
S2193,US,14,16.2,2,5,14.0,7.3,63.0
S2194,AU,24,42.9,4,6,3.0,9.0,89.0
S2195,BR,25,19.2,1,8,11.0,13.8,37.0
S2196,AU,17,22.5,3,5,14.0,12.8,56.0
S2197,JP,16,17.4,3,4,6.0,7.9,84.0
S2198,BR,17,21.4,0,7,1.0,13.0,75.0
S2199,AU,14,26.1,1,9,6.0,9.0,70.0
S2200,DE,19,30.8,2,7,12.0,14.6,58.0
S2201,IN,17,23.1,1,6,1.0,17.5,63.0
S2202,PL,30,12.5,0,3,14.0,5.6,100.0
S2203,US,12,24.9,3,12,15.0,13.4,46.0
S2204,DE,15,19.2,4,3,15.0,9.2,81.0
S2205,DE,23,30.0,1,3,1.0,15.5,89.0
S2206,US,25,12.4,3,3,2.0,11.8,67.0
S2207,US,20,24.6,3,3,2.0,3.6,41.0
S2208,US,17,14.9,0,2,13.0,6.6,57.0
S2209,PL,19,24.1,1,6,25.0,8.1,53.0
S2210,AU,31,17.4,1,4,1.0,5.4,70.0
S2211,US,17,40.4,3,3,6.0,10.6,60.0
S2212,IN,16,26.3,5,7,12.0,6.6,106.0
S2213,IN,19,6.2,0,2,5.0,11.2,99.0
S2214,US,19,34.6,1,8,7.0,12.6,31.0
S2215,PL,20,18.5,1,6,2.0,0.0,87.0
S2216,DE,15,25.2,3,8,2.0,2.8,75.0
S2217,US,14,14.5,0,4,1.0,9.7,86.0
S2218,US,15,25.8,3,3,13.0,11.8,24.0
S2219,IN,13,22.3,0,10,24.0,6.0,63.0
S2220,AU,21,13.4,0,4,10.0,6.8,56.0
S2221,BR,12,24.8,0,7,7.0,14.4,52.0
S2222,AU,16,24.9,0,4,24.0,6.4,70.0
S2223,US,17,25.0,3,3,0.0,11.5,129.0
S2224,US,13,11.8,4,9,3.0,1.8,17.0
S2225,CA,21,11.2,0,4,15.0,1.3,80.0
S2226,DE,11,18.9,0,9,1.0,15.9,82.0
S2227,IN,20,27.1,1,10,1.0,7.7,85.0
S2228,BR,20,8.5,1,6,56.0,7.3,90.0
S2229,DE,14,21.8,1,7,12.0,13.6,107.0
S2230,IN,20,11.3,0,6,3.0,9.5,41.0
S2231,IN,21,30.8,0,4,1.0,8.4,92.0
S2232,AU,13,25.3,0,9,13.0,0.5,28.0
S2233,CA,16,19.5,0,5,4.0,9.4,53.0
S2234,IN,17,34.0,3,7,1.0,13.3,114.0
S2235,DE,18,24.1,2,7,8.0,8.8,94.0
S2236,IN,19,6.1,1,2,2.0,12.2,95.0
S2237,US,13,8.3,5,2,10.0,16.8,95.0
S2238,AU,20,18.5,1,9,6.0,9.2,46.0
S2239,IN,16,38.2,1,7,4.0,4.6,97.0
S2240,US,16,22.4,1,11,5.0,7.9,137.0
S2241,PL,21,16.2,2,5,2.0,13.8,51.0
S2242,PL,15,15.3,1,4,4.0,5.1,74.0
S2243,AU,17,24.2,2,6,16.0,10.2,73.0
S2244,AU,20,13.4,0,4,4.0,2.7,90.0
S2245,JP,14,18.1,1,8,3.0,12.4,103.0
S2246,US,11,20.9,0,5,2.0,1.1,55.0
S2247,US,21,21.9,3,4,6.0,6.0,62.0
S2248,US,25,21.7,2,3,15.0,15.9,31.0
S2249,US,15,34.6,0,9,26.0,3.7,88.0
S2250,PL,17,33.5,2,6,2.0,18.9,52.0
S2251,US,18,30.7,0,5,12.0,8.5,53.0
S2252,JP,14,11.0,2,6,32.0,6.6,41.0
S2253,IN,18,28.9,1,8,2.0,0.0,73.0
S2254,US,23,23.9,1,5,3.0,8.1,91.0
S2255,IN,21,25.1,3,6,15.0,11.6,114.0
S2256,IN,13,25.3,3,5,1.0,10.5,106.0
S2257,BR,19,21.7,3,3,2.0,14.1,66.0
S2258,US,14,38.4,2,4,23.0,15.1,95.0
S2259,BR,29,24.6,3,10,21.0,10.0,94.0
S2260,US,18,27.5,1,4,9.0,5.2,57.0
S2261,US,22,28.2,1,6,4.0,3.5,63.0
S2262,CA,14,24.8,2,11,4.0,17.8,95.0
S2263,CA,22,25.8,2,10,19.0,10.2,7.0
S2264,CA,18,21.1,3,6,4.0,12.1,41.0
S2265,US,17,20.0,3,2,1.0,7.1,111.0
S2266,DE,19,17.8,3,3,36.0,5.7,47.0
S2267,US,10,19.7,4,11,36.0,0.5,137.0
S2268,DE,13,17.2,2,3,6.0,3.2,53.0
S2269,US,21,20.7,4,6,1.0,11.4,79.0
S2270,BR,28,21.1,0,3,2.0,0.0,59.0
S2271,PL,24,7.3,2,3,5.0,11.7,87.0
S2272,AU,17,24.6,1,2,9.0,6.3,29.0
S2273,PL,19,26.1,1,6,25.0,8.6,107.0
S2274,JP,21,14.9,4,5,2.0,12.4,108.0
S2275,DE,14,38.2,0,5,5.0,4.6,40.0
S2276,DE,14,18.4,0,5,12.0,6.4,5.0
S2277,IN,14,32.9,0,9,2.0,3.9,63.0
S2278,IN,19,17.0,1,4,7.0,13.5,86.0
S2279,DE,16,16.3,0,5,3.0,4.5,5.0
S2280,BR,17,12.2,1,6,15.0,9.5,21.0
S2281,US,24,20.0,1,6,13.0,3.4,94.0
S2282,US,24,21.8,1,3,16.0,8.5,53.0
S2283,PL,20,7.8,1,6,4.0,5.6,40.0
S2284,US,11,32.4,0,8,10.0,15.7,36.0
S2285,CA,16,28.1,1,8,11.0,16.5,30.0
S2286,AU,19,27.6,3,5,4.0,7.2,31.0
S2287,US,17,22.5,1,2,11.0,9.3,104.0
S2288,US,15,27.3,2,6,7.0,6.1,44.0
S2289,BR,23,21.2,2,8,12.0,4.4,85.0
S2290,US,21,44.8,1,3,12.0,9.0,74.0
S2291,US,10,25.0,0,7,6.0,6.6,6.0
S2292,BR,16,26.1,3,5,11.0,5.3,69.0
S2293,US,18,30.8,3,3,3.0,6.7,34.0
S2294,BR,19,20.4,1,4,2.0,9.9,92.0
S2295,US,23,19.9,0,10,8.0,6.9,44.0
S2296,IN,14,20.4,3,2,4.0,3.6,92.0
S2297,PL,14,13.7,2,6,12.0,11.8,61.0
S2298,US,21,18.9,5,5,5.0,7.8,93.0
S2299,AU,16,27.0,1,5,16.0,6.7,106.0
S2300,IN,9,24.0,0,6,0.0,2.9,37.0
S2301,IN,20,25.6,1,4,4.0,13.0,57.0
S2302,IN,16,39.0,3,2,15.0,15.2,55.0
S2303,US,13,23.1,1,5,2.0,11.5,41.0
S2304,US,28,21.6,1,6,7.0,6.0,82.0
S2305,IN,15,12.7,1,3,16.0,9.1,124.0
S2306,DE,25,12.3,1,4,2.0,15.2,76.0
S2307,CA,17,18.1,1,4,7.0,4.8,96.0
S2308,US,10,24.3,3,6,4.0,7.5,85.0
S2309,PL,24,23.4,1,3,1.0,8.5,69.0
S2310,IN,24,23.5,0,4,11.0,9.1,126.0
S2311,IN,17,32.2,1,10,3.0,0.0,39.0
S2312,BR,14,27.0,2,6,0.0,10.7,87.0
S2313,US,18,16.9,4,8,4.0,5.9,104.0
S2314,AU,13,28.2,1,7,2.0,1.8,107.0
S2315,US,20,16.2,3,11,8.0,13.7,85.0
S2316,US,17,20.9,2,10,17.0,2.3,22.0
S2317,CA,18,17.5,1,8,4.0,8.2,72.0
S2318,AU,18,16.5,12,15,36.0,13.6,243.0
S2319,JP,18,26.2,0,6,3.0,1.8,51.0
S2320,US,16,19.6,2,2,5.0,16.9,90.0
S2321,BR,14,8.7,2,5,13.0,4.5,75.0
S2322,CA,12,16.7,1,7,13.0,11.3,90.0
S2323,AU,14,24.5,1,5,1.0,11.8,73.0
S2324,US,11,21.2,1,5,15.0,4.1,5.0
S2325,PL,16,31.7,0,10,2.0,8.6,73.0
S2326,PL,19,11.7,1,6,9.0,8.9,108.0
S2327,CA,20,29.3,3,4,1.0,7.7,38.0
S2328,CA,11,16.7,2,7,34.0,1.8,78.0
S2329,IN,12,5.0,1,6,4.0,5.7,26.0
S2330,JP,24,35.8,0,4,0.0,7.1,125.0
S2331,DE,10,29.2,0,4,3.0,9.9,47.0
S2332,IN,17,21.1,0,4,8.0,0.0,85.0
S2333,US,21,22.6,3,6,33.0,3.1,86.0
S2334,BR,16,12.4,0,2,8.0,9.3,86.0
S2335,US,13,15.2,0,8,1.0,2.9,101.0
S2336,US,13,38.0,2,5,8.0,3.4,76.0
S2337,US,24,6.4,0,8,4.0,0.0,53.0
S2338,US,22,26.0,0,8,13.0,5.9,36.0
S2339,US,27,11.7,0,7,4.0,19.0,27.0
S2340,US,21,18.6,1,4,11.0,7.6,13.0
S2341,US,19,24.8,2,6,0.0,0.4,82.0
S2342,US,14,31.9,2,9,9.0,14.1,126.0
S2343,CA,25,18.8,1,10,5.0,0.7,86.0
S2344,BR,26,9.3,1,5,9.0,9.7,18.0
S2345,US,12,29.1,3,7,0.0,12.0,45.0
S2346,US,22,15.2,2,4,3.0,1.0,142.0
S2347,PL,19,31.8,1,4,21.0,16.9,58.0
S2348,IN,14,13.4,2,5,7.0,14.2,51.0
S2349,DE,21,18.4,3,7,1.0,0.0,68.0
S2350,US,17,31.7,1,4,15.0,12.2,82.0
S2351,DE,19,21.9,1,8,36.0,9.1,67.0
S2352,DE,24,0.0,0,4,7.0,13.0,53.0
S2353,US,15,31.6,0,6,23.0,4.4,57.0
S2354,AU,14,26.1,2,7,43.0,14.0,64.0
S2355,CA,13,20.1,0,5,23.0,14.8,53.0
S2356,PL,12,7.1,1,3,6.0,22.3,77.0
S2357,BR,28,11.8,2,5,13.0,6.2,36.0
S2358,CA,21,21.9,2,7,5.0,5.8,59.0
S2359,CA,20,18.0,2,7,2.0,13.2,74.0
S2360,BR,20,4.5,2,4,3.0,0.0,68.0
S2361,DE,10,19.3,2,6,4.0,8.8,106.0
S2362,US,14,24.6,2,7,24.0,13.2,47.0
S2363,BR,15,30.3,2,10,0.0,3.0,52.0
S2364,US,19,20.1,1,9,4.0,7.8,70.0
S2365,US,27,9.7,2,3,8.0,8.6,64.0
S2366,PL,12,18.3,2,3,0.0,6.7,108.0
S2367,US,18,8.4,1,3,23.0,6.1,93.0
S2368,US,15,25.2,2,7,5.0,13.6,23.0
S2369,CA,25,33.3,0,6,10.0,4.6,58.0
S2370,IN,18,17.0,0,7,3.0,9.6,41.0
S2371,BR,23,6.3,3,6,10.0,8.5,65.0
S2372,US,20,23.8,0,30,204.0,4.1,60.0
S2373,US,17,19.3,2,5,0.0,14.3,49.0
S2374,US,23,25.2,0,9,9.0,5.6,81.0
S2375,US,17,10.1,0,8,0.0,3.8,62.0
S2376,US,10,20.7,0,8,0.0,3.1,58.0
S2377,US,13,14.2,1,11,1.0,4.6,150.0
S2378,US,21,12.9,0,5,14.0,7.7,63.0
S2379,AU,22,28.8,0,2,1.0,11.2,65.0
S2380,AU,20,22.8,0,11,14.0,7.3,94.0
S2381,IN,28,32.5,3,4,30.0,10.3,85.0
S2382,IN,20,16.8,1,4,8.0,9.5,57.0
S2383,DE,17,21.7,2,7,3.0,3.9,112.0
S2384,JP,24,26.1,1,6,2.0,7.5,72.0
S2385,DE,10,28.0,3,8,18.0,10.6,101.0
S2386,IN,8,18.2,1,5,18.0,12.5,103.0
S2387,US,21,35.0,3,4,6.0,10.3,93.0
S2388,US,16,11.8,1,5,6.0,0.0,117.0
S2389,US,24,38.8,2,4,2.0,9.7,93.0
S2390,IN,15,42.6,0,8,5.0,0.0,68.0
S2391,AU,13,35.1,0,3,5.0,14.9,115.0
S2392,IN,18,20.9,0,6,28.0,4.3,5.0
S2393,US,17,12.4,1,5,3.0,10.5,65.0
S2394,US,12,10.7,1,6,6.0,0.3,38.0
S2395,BR,17,35.8,1,2,8.0,12.8,29.0
S2396,BR,20,30.3,2,8,4.0,11.4,114.0
S2397,DE,19,28.6,0,8,11.0,11.6,37.0
S2398,US,19,16.0,2,7,11.0,19.2,130.0
S2399,US,18,33.3,0,9,7.0,8.9,9.0
S2400,US,15,46.8,1,10,0.0,6.7,39.0
S2401,BR,17,4.2,2,6,17.0,12.9,48.0
S2402,IN,20,22.4,1,4,6.0,7.8,67.0
S2403,PL,18,16.5,1,4,26.0,6.3,50.0
S2404,PL,14,16.4,0,4,9.0,3.4,23.0
S2405,US,17,24.9,2,6,2.0,4.1,81.0
S2406,CA,17,30.1,0,5,6.0,16.3,105.0
S2407,US,23,30.0,3,2,10.0,12.5,61.0
S2408,US,16,17.9,0,9,7.0,8.2,78.0
S2409,US,23,37.7,1,5,31.0,6.4,123.0
S2410,US,12,20.6,0,6,1.0,5.8,37.0
S2411,DE,15,21.3,1,9,32.0,15.2,54.0
S2412,IN,13,32.0,3,4,9.0,6.2,52.0
S2413,US,12,16.9,1,7,36.0,8.6,34.0
S2414,US,21,23.2,0,5,7.0,4.1,104.0
S2415,BR,16,10.5,4,3,3.0,11.7,110.0
S2416,JP,24,20.7,3,10,2.0,6.4,82.0
S2417,AU,6,40.1,1,4,2.0,0.0,85.0
S2418,US,23,35.0,0,4,1.0,5.8,16.0
S2419,US,14,21.7,2,5,1.0,15.2,128.0
S2420,JP,15,17.1,2,7,1.0,0.0,93.0
S2421,US,19,23.6,2,3,4.0,10.6,105.0
S2422,IN,21,30.1,2,6,2.0,4.8,105.0
S2423,JP,17,54.5,1,6,22.0,2.5,99.0
S2424,JP,24,11.5,3,8,1.0,10.7,77.0
S2425,BR,22,24.6,1,6,18.0,7.3,38.0
S2426,IN,16,23.9,0,5,13.0,7.4,73.0
S2427,JP,23,9.3,0,6,0.0,14.6,65.0
S2428,US,19,24.2,2,6,1.0,0.1,44.0
